CCHANNELCODE,CTITLE_TXT,CONTENT,CRELEASETIME,CRELEASETIME2,CURL,DOCID,FILESIZE,MIMETYPE
9860,2017年淮安市水利控股集团有限公司公司债券募集说明书,1 声明及提示 一、发行人声明 发行人已批准本期债券募集说明书，发行人领导成员承诺其,2017-08-09,00:00:00,/disclosure/bond/announcement/corporate/c/2996705498533259.pdf,CMS4355666_28_9860,2004332,pdf
9860,2017第一期武汉洪山城市建设投资有限公司公司债券募集说明书,2 声明及提示 一、发行人董事会声明 发行人董事会已批准本期债券募集说明书，发行人全,2017-08-09,00:00:00,/disclosure/bond/announcement/corporate/c/2996740346448013.pdf,CMS4355669_28_9860,3235208,pdf
9860,2017年淮安市水利控股集团有限公司公司债券募集说明书摘要,1 声明及提示 一、发行人声明 发行人已批准本期债券募集说明书，发行人领导成员承诺其,2017-08-09,00:00:00,/disclosure/bond/announcement/corporate/c/2996705802823294.pdf,CMS4355668_28_9860,822239,pdf
9860,2017年第一期淄博高新技术产业开发区国有资产经营管理公司双创孵化专项债券募集说明书摘要,2017年第一期淄博高新技术产业开发区国有 资产经营管理公司双创孵化专项债券 募集说明,2017-08-08,00:00:00,/disclosure/bond/announcement/corporate/c/2996048538121837.pdf,CMS4355274_28_9860,1129012,pdf
9860,2017年第一期淄博高新技术产业开发区国有资产经营管理公司双创孵化专项债券募集说明书,2017年第一期淄博高新技术产业开发区国有 资产经营管理公司双创孵化专项债券 募集说明,2017-08-08,00:00:00,/disclosure/bond/announcement/corporate/c/2996048439641811.pdf,CMS4355273_28_9860,2020486,pdf
9860,2017年第一期黔南州投资有限公司停车场专项债券募集说明书,2017年第一期黔南州投资有限公司停车场专项债券募集说明书 1 2017年第一期黔南州投资有,2017-08-08,00:00:00,/disclosure/bond/announcement/corporate/c/2992538043602732.pdf,CMS4354557_28_9860,1589924,pdf
9860,2017年第二期浏阳现代制造产业建设投资开发有限公司绿色债券募集说明书摘要,2017年第二期浏阳现代制造产业建设投资开发有 限公司绿色债券募集说明书摘要 发 行 人,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2992741753982880.pdf,CMS4354579_28_9860,1190351,pdf
9860,2017年第二期浏阳现代制造产业建设投资开发有限公司绿色债券募集说明书,2017 年第二期浏阳现代制造产业建设投资开发有 限公司绿色债券募集说明书 发 行 人 浏,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2992741557852862.pdf,CMS4354578_28_9860,2181850,pdf
9860,2017年江西省萍乡市昌盛城市投资有限公司公司债券募集说明书摘要,2017 年江西省萍乡市昌盛城市投资有限公司公司债券募集说明书摘要 I 声明及提示 一、发,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2994490900844645.pdf,CMS4354377_28_9860,2744592,pdf
9860,2017年江西省萍乡市昌盛城市投资有限公司公司债券募集说明书,2017 年江西省萍乡市昌盛城市投资有限公司公司债券募集说明书 I 声明及提示 一、发行人,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2994490272904616.pdf,CMS4354376_28_9860,3191059,pdf
9860,2017年兴宁市永业基础设施建设投资有限公司公司债券募集说明书,⒛17年兴宁市永业基础设施建设投资有限公司 公司债券募集说明书 ⒛17年兴宁市永业基础,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2991771687477548.pdf,CMS4354221_28_9860,759416,pdf
9860,2017年第二期诸暨市国有资产经营有限公司公司债券募集说明书,重要提示：本募集说明书全部内容遵循《中华人民共和国证券法》、《企业债券管 理条例》,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2992531068849852.pdf,CMS4354236_28_9860,3527334,pdf
9860,2017年诸城市经济开发投资公司公司债券募集说明书,2017年诸城市经济开发投资公司 企业债券募集说明书 发行人 诸城市经济开发投资公司 主,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2991703574522236.pdf,CMS4354229_28_9860,1646585,pdf
9860,2017年启东创新型经济园开发有限公司公司债券募集说明书,,2017-08-07,00:00:00,/disclosure/bond/announcement/corporate/c/2991672651119843.pdf,CMS4354224_28_9860,11457922,pdf
9862,中国光大集团股份公司2017年公开发行公司债券募集说明书摘要（第一期）,中国光大集团股份公司 2017 年公开发行公司债券 募集说明书摘要 （面向合格投资者） （,2017-08-04,00:00:00,/disclosure/bond/announcement/company/c/2992425915985370.pdf,CMS4353738_28_9862,1888842,pdf
9862,中国光大集团股份公司2017年公开发行公司债券募集说明书（第一期）,中国光大集团股份公司 2017年公开发行公司债券 募集说明书 （面向合格投资者） （第一,2017-08-04,00:00:00,/disclosure/bond/announcement/company/c/2992422155641568.pdf,CMS4353732_28_9862,7636881,pdf
9862,中国光大集团股份公司2017年公开发行公司债券募集说明书摘要（第一期）,中国光大集团股份公司 2017 年公开发行公司债券 募集说明书摘要 （面向合格投资者） （,2017-08-04,00:00:00,/disclosure/bond/announcement/company/c/2992423337632353.pdf,CMS4353734_28_9862,1888842,pdf
9862,中国光大集团股份公司2017年公开发行公司债券募集说明书（第一期）,中国光大集团股份公司 2017年公开发行公司债券 募集说明书 （面向合格投资者） （第一,2017-08-04,00:00:00,/disclosure/bond/announcement/company/c/2992425592594739.pdf,CMS4353736_28_9862,7636881,pdf
9860,2017年张家界市经济发展投资集团有限公司城市地下综合管廊建设专项债券募集说明书,2017 年张家界市经济发展投资集团有限公司城市地下综合管廊建设专项债券募集说明书 I,2017-08-04,00:00:00,/disclosure/bond/announcement/corporate/c/2991925014406881.pdf,CMS4353544_28_9860,2573299,pdf
9860,2017年张家界市经济发展投资集团有限公司城市地下综合管廊建设专项债券募集说明书摘要,2017 年张家界市经济发展投资集团有限公司城市地下综合管廊建设专项债券募集说明书摘要,2017-08-04,00:00:00,/disclosure/bond/announcement/corporate/c/2991925938216928.pdf,CMS4353545_28_9860,3735322,pdf
9860,2017年第一期宿迁市湖滨新城投资开发有限公司公司债券募集说明书,2017年第一期宿迁市湖滨新城投资开发 有限公司公司债券募集说明书 发行人 宿迁市湖滨新,2017-08-03,00:00:00,/disclosure/bond/announcement/corporate/c/2991561843354217.pdf,CMS4353222_28_9860,1833654,pdf
9860,2017年宁国市国有资产投资运营有限公司公司债券募集说明书,2017年宁国市国有资产投资运营有限公司 公司债券募集说明书 发行人 宁国市国有资产投资,2017-08-03,00:00:00,/disclosure/bond/announcement/corporate/c/2990951024691513.pdf,CMS4352985_28_9860,981384,pdf
9860,2017年嵊州市投资控股有限公司公司债券募集说明书,2017 年嵊州市投资控股有限公司公司债券募集说明书 I 重要声明及提示 一、发行人董事会,2017-08-03,00:00:00,/disclosure/bond/announcement/corporate/c/2990784393844809.pdf,CMS4352663_28_9860,2203337,pdf
9860,2017年红河州开发投资有限责任公司地下综合管廊专项债券募集说明书,0 2017 年红河州开发投资有限责任公司 地下综合管廊专项债券募集说明书 发行人：红河州,2017-08-03,00:00:00,/disclosure/bond/announcement/corporate/c/2990803673789136.pdf,CMS4352666_28_9860,1502679,pdf
9860,2017年蒲城县投资发展有限公司公司债券募集说明书,2017年蒲城县投资发展有限公司 公司债券募集说明书 发行人 蒲城县投资发展有限公司 主,2017-08-02,00:00:00,/disclosure/bond/announcement/corporate/c/2990815750637445.pdf,CMS4352572_28_9860,2385583,pdf
9860,2017年蒲城县投资发展有限公司公司债券募集说明书摘要,2017年蒲城县投资发展有限公司 公司债券 募集说明书摘要 发行人 蒲城县投资发展有限公,2017-08-02,00:00:00,/disclosure/bond/announcement/corporate/c/2990816121957491.pdf,CMS4352573_28_9860,1331669,pdf
9862,连云港港口集团有限公司2017年面向合格投资者公开发行公司债券募集说明书摘要,声 明 本募集说明书摘要的目的仅为向投资者提供有关本次发行的简要情况，并不包 括募集,2017-08-02,00:00:00,/disclosure/bond/announcement/company/c/2990096687163517.pdf,CMS4352412_28_9862,2802923,pdf
9862,连云港港口集团有限公司2017年面向合格投资者公开发行公司债券募集说明书,连云港港口集团有限公司 2017 年面向合格投资者公开发行公司债券募集说明书 声 明 本募,2017-08-02,00:00:00,/disclosure/bond/announcement/company/c/2990097091093699.pdf,CMS4352410_28_9862,5088586,pdf
9860,2017年怀化经济开发区开发建设投资有限公司公司债券募集说明书摘要,2017年怀化经济开发区开发建设投资有限公司 公司债券募集说明书摘要 发行人 怀化经济开,2017-08-02,00:00:00,/disclosure/bond/announcement/corporate/c/2990047850425715.pdf,CMS4352416_28_9860,1576912,pdf
9860,2017年怀化经济开发区开发建设投资有限公司公司债券募集说明书,2017年怀化经济开发区开发建设投资有限公司 公司债券募集说明书 发行人 怀化经济开发区,2017-08-02,00:00:00,/disclosure/bond/announcement/corporate/c/2990047650405662.pdf,CMS4352415_28_9860,2152680,pdf
9860,2017年第一期贵阳白云城市建设投资集团有限公司公司债券募集说明书,2017年第一期贵阳白云城市建设投资集团有限公司公司债券募集说明书 I 声明及提示一、发,2017-08-02,00:00:00,/disclosure/bond/announcement/corporate/c/2989129337490595.pdf,CMS4352136_28_9860,2114403,pdf
9860,2017年襄阳经济技术开发区投资建设有限公司公司债券募集说明书,2017 年襄阳经济技术开发区投资建设有限公司公司债券募集说明书 2017 年襄阳经济技术开,2017-08-02,00:00:00,/disclosure/bond/announcement/corporate/c/2989822938723544.pdf,CMS4352112_28_9860,1536648,pdf
8349,东方证券2017年公开发行公司债券募集说明书摘要,股票简称：东方证券 股票代码：600958 东方证券股份有限公司 （住所：上海市中山南路3,2017-08-01,12:05:06,/disclosure/listedinfo/announcement/c/2017-08-01/600958_20170801_3.pdf,CMS4351950_1_599,1266626,pdf
8349,东方证券2017年公开发行公司债券募集说明书,股票简称：东方证券 股票代码：600958 东方证券股份有限公司 （住所：上海市中山南路3,2017-08-01,12:05:05,/disclosure/listedinfo/announcement/c/2017-08-01/600958_20170801_1.pdf,CMS4351948_1_599,6020237,pdf
9862,北京电子控股有限责任公司2017年公开发行公司债券募集说明书-以此为准,北京电子控股有限责任公司 （住所：北京市朝阳区酒仙桥路12号） 2017 年公开发行公司债,2017-08-01,00:00:00,/disclosure/bond/announcement/company/c/2989993229695523.pdf,CMS4371348_28_9862,4916022,pdf
9860,2017年株洲市湘江建设发展集团有限公司公司债券募集说明书摘要,2017年株洲市湘江建设发展集团有限公司公司债券募集说明书摘要 2017年株洲市湘江建设发,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2990017028167774.pdf,CMS4352173_28_9860,1318667,pdf
9860,2017年株洲市湘江建设发展集团有限公司公司债券募集说明书,2017年株洲市湘江建设发展集团有限公司公司债券募集说明书 2017年株洲市湘江建设发展集,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2990016973847763.pdf,CMS4352172_28_9860,2284281,pdf
9860,2017年第一期广州地铁集团有限公司城市停车场建设专项债券募集说明书,2017年第一期广州地铁集团有限公司 城市停车场建设专 项债券募集说明书 发行人 广州地,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2989924474545983.pdf,CMS4352171_28_9860,2142933,pdf
9860,2017年贵阳观山湖投资（集团）公司公司债券募集说明书,2017 年贵阳观山湖投资（集团）有限公司公司债券募集说明书 I 声明及提示 一、发行人声,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2984788712939850.pdf,CMS4351939_28_9860,2019087,pdf
9862,东方证券股份有限公司2017年公开发行公司债券募集说明书摘要,股票简称：东方证券 股票代码：600958 东方证券股份有限公司 （住所：上海市中山南路3,2017-08-01,00:00:00,/disclosure/bond/announcement/company/c/2989253259315031.pdf,CMS4351943_28_9862,1266626,pdf
9860,2017年湘乡市东山投资建设开发有限公司公司债券募集说明书摘要,2017 年湘乡市东山投资建设开发有限公司公司债券募集说明书摘要 1 重要声明及提示 一、,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2989244319392134.pdf,CMS4351946_28_9860,2020728,pdf
9862,东方证券股份有限公司2017年公开发行公司债券募集说明书,股票简称：东方证券 股票代码：600958 东方证券股份有限公司 （住所：上海市中山南路3,2017-08-01,00:00:00,/disclosure/bond/announcement/company/c/2989239611283834.pdf,CMS4351941_28_9862,6020237,pdf
9860,2017年湘乡市东山投资建设开发有限公司公司债券募集说明书,2017 年湘乡市东山投资建设开发有限公司公司债券募集说明书 1 重要声明及提示 一、发行,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2989244117472116.pdf,CMS4351945_28_9860,2809229,pdf
9860,2017年温州民科产业基地开发有限公司公司债券募集说明书,2017 年温州民科产业基地开发有限公司公司债券募集说明书 重要声明及提示 一、发行人董,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2989107073203395.pdf,CMS4351424_28_9860,1115985,pdf
9860,2017年第一期厦门轨道交通集团有限公司公司债券募集说明书,2017 年第一期厦门轨道交通集团有限公司 公司债券募集说明书 发行人 厦门轨道交通集团,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2989077368010599.pdf,CMS4351418_28_9860,2083403,pdf
9860,2017年南通市市北新城开发建设有限公司公司债券募集说明书,2017 年南通市市北新城开发建设有限公司公司债券募集说明书 I 声明及提示 一、发行人声,2017-08-01,00:00:00,/disclosure/bond/announcement/corporate/c/2986356534826048.pdf,CMS4351402_28_9860,1237755,pdf
9868,浙江桐昆控股集团有限公司公开发行2017年可交换公司债券募集说明书,浙江桐昆控股集团有限公司公开发行 2017 年可交换公司债券募集说明书 1 声 明 本募集说,2017-07-31,00:00:00,/disclosure/bond/announcement/exchangeable/c/2988909186375024.pdf,CMS4350877_28_9868,5675877,pdf
9868,浙江桐昆控股集团有限公司公开发行2017年可交换公司债券募集说明书摘要,浙江桐昆控股集团有限公司 住所：浙江桐乡市梧桐街道光明路 公开发行2017年可交换公司,2017-07-31,00:00:00,/disclosure/bond/announcement/exchangeable/c/2986458205270087.pdf,CMS4350684_28_9868,2431044,pdf
9868,浙江桐昆控股集团有限公司公开发行2017年可交换公司债券募集说明书,浙江桐昆控股集团有限公司公开发行 2017 年可交换公司债券募集说明书 1 声 明 本募集说,2017-07-31,00:00:00,/disclosure/bond/announcement/exchangeable/c/2986457650769100.pdf,CMS4350681_28_9868,5675877,pdf
9868,浙江桐昆控股集团有限公司公开发行2017年可交换公司债券募集说明书摘要,浙江桐昆控股集团有限公司 住所：浙江桐乡市梧桐街道光明路 公开发行2017年可交换公司,2017-07-31,00:00:00,/disclosure/bond/announcement/exchangeable/c/2988909566945452.pdf,CMS4350879_28_9868,2431044,pdf
9860,2017年第二期成都市新津县国有资产投资经营有限责任公司城市地下综合管廊建设专项债券募集说明书摘要,zoi，年第二期成都市新津县国有资产投资经营有限责任公司 城市地下综合管廊建设专项债,2017-07-31,00:00:00,/disclosure/bond/announcement/corporate/c/2985794732575696.pdf,CMS4351423_28_9860,1819588,pdf
9860,2017年第二期成都市新津县国有资产投资经营有限责任公司城市地下综合管廊建设专项债券募集说明书,zoi年第二期成都市新津县国有资产投资经营有限责任公司 城市地下综合管廊建设专项债券,2017-07-31,00:00:00,/disclosure/bond/announcement/corporate/c/2985794551295667.pdf,CMS4351422_28_9860,1706329,pdf
9860,2017年宿州马鞍山投资集团（控股）有限公司公司债券募集说明书摘要,2017 年宿州马鞍山投资集团（控股）有限公司公司债券募集说明书摘要 I 声明及提示 一、,2017-07-31,00:00:00,/disclosure/bond/announcement/corporate/c/2986625090834765.pdf,CMS4351297_28_9860,1543985,pdf
9860,2017年宿州马鞍山投资集团（控股）有限公司公司债券募集说明书,"zoLT +ffifl{ 4Hilr&WRW (#ffi) APR AAAA ffi#HFix,ffiS kftL ffifl&#39;l 4Hilr ffi) EFR...",2017-07-31,00:00:00,/disclosure/bond/announcement/corporate/c/2986624801854684.pdf,CMS4351296_28_9860,2820577,pdf
9860,2017年第一期重庆市金潼工业建设投资有限公司公司债券募集说明书,2017 年第一期重庆市金潼工业建设投资有限公司公司债券募集说明书 I 声明及提示 一、发,2017-07-28,00:00:00,/disclosure/bond/announcement/corporate/c/2984898656025582.pdf,CMS4349750_28_9860,1048582,pdf
9860,2017年第一期重庆市金潼工业建设投资有限公司公司债券募集说明书摘要,2017 年第一期重庆市金潼工业建设投资有限公司公司债券募集说明书摘要 I 声明及提示 一,2017-07-28,00:00:00,/disclosure/bond/announcement/corporate/c/2984899018825620.pdf,CMS4349751_28_9860,879679,pdf
9860,2017年泗阳县民康农村经济发展有限公司城市停车场建设专项债券募集说明书,2017年泗阳县民康农村经济发展有限公司 城市停车场建设专项债券募集说明书 发行人 泗阳,2017-07-27,00:00:00,/disclosure/bond/announcement/corporate/c/2985704090043715.pdf,CMS4349769_28_9860,1476955,pdf
9860,2017年宿州市新区建设投资集团有限公司公司债券募集说明书,2017年宿州市新区建设投资集团有限公司公司债券募集说明书 I 声明及提示 一、发行人董,2017-07-27,00:00:00,/disclosure/bond/announcement/corporate/c/2985617158582379.pdf,CMS4349764_28_9860,1728832,pdf
9860,2017年泗阳县民康农村经济发展有限公司城市停车场建设专项债券募集说明书摘要,2017年泗阳县民康农村经济发展有限公司 城市停车场建设专项债券募集说明书摘要 发行人,2017-07-27,00:00:00,/disclosure/bond/announcement/corporate/c/2985707670705262.pdf,CMS4349770_28_9860,814371,pdf
9860,2017年第一期营口北海新区城区开发建设投资有限公司公司债券募集说明书,I 声明及提示 一、发行人董事会声明 发行人董事会或股东会已批准本期债券募集说明书及,2017-07-27,00:00:00,/disclosure/bond/announcement/corporate/c/2984759552738445.pdf,CMS4349287_28_9860,876312,pdf
9860,2017年贵阳观山湖投资（集团）公司公司债券募集说明书,2017 年贵阳观山湖投资（集团）有限公司公司债券募集说明书 I 声明及提示 一、发行人声,2017-07-27,00:00:00,/disclosure/bond/announcement/corporate/c/2984759801646271.pdf,CMS4349285_28_9860,2019087,pdf
9862,山西天然气有限公司公开发行2017年公司债券募集说明书摘要,"山∷∴&quot;&quot;{&quot;0H、ItA N、lNA∵UnA【丿c As盯“lMlT∷l,COM旧.A∷Υ|||!瑙踽臼H■■■■■",2017-07-27,00:00:00,/disclosure/bond/announcement/company/c/2983028063401013.pdf,CMS4349253_28_9862,1175355,pdf
9862,山西天然气有限公司公开发行2017年公司债券募集说明书,﹁? ? ? ? 山∷∴&quot;&quot;{0nH洳 NH汨 V盹 C蚶 uM∵ 中卞证券股份有眼公司(注册地址∶济南市,2017-07-27,00:00:00,/disclosure/bond/announcement/company/c/2983101702228272.pdf,CMS4349251_28_9862,6301313,pdf
8349,华北制药2017年公开发行公司债券募集说明书摘要（面向合格投资者）,0 股票简称：华北制药 股票代码：600812 华北制药股份有限公司（住所：河北省石家庄市,2017-07-26,20:09:35,/disclosure/listedinfo/announcement/c/2017-07-26/600812_20170726_13.pdf,CMS4348826_1_599,0,pdf
8349,华北制药2017年公开发行公司债券募集说明书（面向合格投资者）,华北制药股份有限公司 公司债券募集说明书 0 股票简称：华北制药股票代码：600812 华北,2017-07-26,20:09:34,/disclosure/listedinfo/announcement/c/2017-07-26/600812_20170726_11.pdf,CMS4348824_1_599,0,pdf
9860,2017年咸宁市城市建设投资开发有限公司公司债券募集说明书摘要,1 声明及提示 一、发行人董事会声明 发行人董事会已批准本期债券募集说明书，发行人全,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2984063748596710.pdf,CMS4349247_28_9860,1328492,pdf
9860,2017年咸宁市城市建设投资开发有限公司公司债券募集说明书,1 声明及提示 一、发行人董事会声明 发行人董事会已批准本期债券募集说明书，发行人全,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2984063271966597.pdf,CMS4349246_28_9860,1499253,pdf
9860,2016年第二期绍兴市柯桥区城建投资开发集团有限公司公司债券募集说明书,2016 年第二期绍兴市柯桥区城建投资开发集团有限公司公司债券募集说明书 1 2016年第二,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2984776450123728.pdf,CMS4349175_28_9860,1618538,pdf
9860,2016年第二期绍兴市柯桥区城建投资开发集团有限公司公司债券募集说明书摘要,2016年第二期绍兴市柯桥区城建投资开发集团有限公司公司债券募集说明书摘要 2 2016 年,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2984776597363750.pdf,CMS4349176_28_9860,1202061,pdf
9860,2017年第二期毕节市建设投资有限公司地下管廊专项债券募集说明书,2017 年第二期毕节市建设投资有限公司 地下管廊专项债券募集说明书 发行人 毕节市建设,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2983980589785658.pdf,CMS4349155_28_9860,2680926,pdf
9860,2017年第二期毕节市建设投资有限公司地下管廊专项债券募集说明书摘要,2017 年第二期毕节市建设投资有限公司 地下管廊专项债券募集说明书摘要 发行人 毕节市,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2983980678695685.pdf,CMS4349158_28_9860,1123936,pdf
9860,2017年安庆皖江高科技投资发展有限公司公司债券募集说明书,2017 年安庆皖江高科技投资发展有限公司公司债券募集说明书 发行人 安庆皖江高科技投资,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2984003490204860.pdf,CMS4349054_28_9860,1911225,pdf
9860,2017年安庆皖江高科技投资发展有限公司公司债券募集说明书摘要,2017年安庆皖江高科技投资发展有限公司公司债券募集说明书摘要 发行人 安庆皖江高科技,2017-07-26,00:00:00,/disclosure/bond/announcement/corporate/c/2984003567924930.pdf,CMS4349055_28_9860,1251804,pdf
9862,华北制药股份有限公司2017年面向合格投资者公开发行公司债券募集说明书摘要,0 股票简称：华北制药 股票代码：600812 华北制药股份有限公司（住所：河北省石家庄市,2017-07-26,00:00:00,/disclosure/bond/announcement/company/c/2983975805030097.pdf,CMS4348503_28_9862,1878289,pdf
9862,华北制药股份有限公司2017年面向合格投资者公开发行公司债券募集说明书,华北制药股份有限公司 公司债券募集说明书 0 股票简称：华北制药股票代码：600812 华北,2017-07-26,00:00:00,/disclosure/bond/announcement/company/c/2983975583759715.pdf,CMS4348501_28_9862,6628338,pdf
9860,2017年第一期龙源电力集团股份有限公司绿色债券募集说明书,2017年第一期龙源电力集团股份有限公司 绿色债券 募集说明书 龙源电力集团股份有限公司,2017-07-25,00:00:00,/disclosure/bond/announcement/corporate/c/2983181687315348.pdf,CMS4348296_28_9860,2101236,pdf
9860,四川金财金鑫投资有限公司公司债券募集说明书,2017年四川金财金鑫投资有限公司公司债券募集说明书 2017年四川金财金鑫投资有限公司公,2017-07-25,00:00:00,/disclosure/bond/announcement/corporate/c/2983781932266595.pdf,CMS4348289_28_9860,1096563,pdf
9860,四川金财金鑫投资有限公司公司债券募集说明书摘要,2017年四川金财金鑫投资有限公司公司债券募集说明书摘要 2017年四川金财金鑫投资有限公,2017-07-25,00:00:00,/disclosure/bond/announcement/corporate/c/2983782346176770.pdf,CMS4348290_28_9860,1297556,pdf
9860,2017年重庆大足永晟实业发展有限公司公司债券募集说明书,2017 年重庆大足永晟实业发展有限公司 公司债券募集说明书 发行人 重庆大足永晟实业发,2017-07-24,00:00:00,/disclosure/bond/announcement/corporate/c/2978880580975046.pdf,CMS4348498_28_9860,1646343,pdf
9860,2017年重庆大足永晟实业发展有限公司公司债券募集说明书摘要,2017 年重庆大足永晟实业发展有限公司 公司债券募集说明书摘要 发行人 重庆大足永晟实,2017-07-24,00:00:00,/disclosure/bond/announcement/corporate/c/2978881044065076.pdf,CMS4348499_28_9860,1272714,pdf
9860,2017年第二期四川秦巴新城投资集团有限公司公司债券募集说明书摘要,2017 年第二期四川秦巴新城投资集团有限公司公司债券募集说明书摘要 I 声明及提示 一、,2017-07-21,00:00:00,/disclosure/bond/announcement/corporate/c/2979598539181480.pdf,CMS4346778_28_9860,1374157,pdf
9860,2017年第二期四川秦巴新城投资集团有限公司公司债券募集说明书,2017 年第二期四川秦巴新城投资集团有限公司公司债券募集说明书 I 声明及提示 一、发行,2017-07-21,00:00:00,/disclosure/bond/announcement/corporate/c/2979598189571188.pdf,CMS4346776_28_9860,2072190,pdf
9862,北京电子控股有限责任公司2017年公开发行公司债券募集说明书,北京电子控股有限责任公司 （住所：北京市朝阳区酒仙桥路12号） 2017 年公开发行公司债,2017-07-20,00:00:00,/disclosure/bond/announcement/company/c/2979557787461346.pdf,CMS4346657_28_9862,4916022,pdf
9862,北京电子控股有限责任公司2017年公开发行公司债券募集说明书摘要,北京电子控股有限责任公司 （住所：北京市朝阳区酒仙桥路12号） 2017 年公开发行公司债,2017-07-20,00:00:00,/disclosure/bond/announcement/company/c/2979557910511361.pdf,CMS4346659_28_9862,1591322,pdf
9860,2017年衡阳市滨江新区投资有限公司公司债券募集说明书摘要,2017 年衡阳市滨江新区投资有限公司 公司债券募集说明书摘要 发行人 衡阳市滨江新区投,2017-07-20,00:00:00,/disclosure/bond/announcement/corporate/c/2979519213478481.pdf,CMS4346570_28_9860,1303808,pdf
9860,2017年衡阳市滨江新区投资有限公司公司债券募集说明书,2017 年衡阳市滨江新区投资有限公司 公司债券募集说明书 发行人 衡阳市滨江新区投资有,2017-07-20,00:00:00,/disclosure/bond/announcement/corporate/c/2979519132308459.pdf,CMS4346569_28_9860,2613315,pdf
9860,2017年第一期浠水县凤翥投资开发有限公司公司债券募集说明书,1 2017年第一期浠水县凤翥投资开发有限公司公司债券募集说明书 2 声明及提示 一、发行,2017-07-20,00:00:00,/disclosure/bond/announcement/corporate/c/2978717365584818.pdf,CMS4346554_28_9860,1395138,pdf
9860,2017年第一期浠水县凤翥投资开发有限公司公司债券募集说明书摘要,1 2017年第一期浠水县凤翥投资开发有限公司公司债券募集说明书 2 声明及提示 一、发行,2017-07-20,00:00:00,/disclosure/bond/announcement/corporate/c/2978717477854836.pdf,CMS4346555_28_9860,1269694,pdf
9860,2017年北京汽车股份有限公司绿色债券募集说明书,2017 年北京汽车股份有限公司绿色债券募集说明书 I 声明及提示 一、发行人声明 发行人,2017-07-20,00:00:00,/disclosure/bond/announcement/corporate/c/2978695829495302.pdf,CMS4346118_28_9860,2537103,pdf
9860,2017年昆明滇池投资有限责任公司公司债券募集说明书,2017年昆明滇池投资有限责任公司 公司债券募集说明书 发行人 昆明滇池投资有限责任公司,2017-07-18,00:00:00,/disclosure/bond/announcement/corporate/c/2974310130788231.pdf,CMS4345883_28_9860,1067174,pdf
9860,2017年郴州市新天投资有限公司公司债券募集说明书摘要,2017年郴州市新天投资有限公司 公司债券募集说明书摘要 发行人 郴州市新天投资有限公司,2017-07-18,00:00:00,/disclosure/bond/announcement/corporate/c/2977684516903642.pdf,CMS4345437_28_9860,1318218,pdf
9860,2017年郴州市新天投资有限公司公司债券募集说明书,2017年郴州市新天投资有限公司 公司债券募集说明书 发行人 郴州市新天投资有限公司 主,2017-07-18,00:00:00,/disclosure/bond/announcement/corporate/c/2977684440173609.pdf,CMS4345436_28_9860,2140778,pdf
9860,2017年泰州市高港高新区开发建设有限责任公司公司债券募集说明书,泰州市高港高新区开发建设有限责任公司 “17高港高新债”募集说明书 1 声明及提示 一、,2017-07-14,00:00:00,/disclosure/bond/announcement/corporate/c/2972649575287970.pdf,CMS4343674_28_9860,979113,pdf
9860,2017年桂阳县城市建设投资有限公司公司债券募集说明书,2017年桂阳县城市建设投资有限公司 公司债券募集说明书 发行人 桂阳县城市建设投资有限,2017-07-13,00:00:00,/disclosure/bond/announcement/corporate/c/2973509893812231.pdf,CMS4343619_28_9860,2351707,pdf
9860,2017年桂阳县城市建设投资有限公司公司债券募集说明书摘要,2017年桂阳县城市建设投资有限公司 公司债券募集说明书摘要 发行人 桂阳县城市建设投资,2017-07-13,00:00:00,/disclosure/bond/announcement/corporate/c/2973509953152264.pdf,CMS4343620_28_9860,1216058,pdf
9862,龙岩工贸发展集团有限公司2017年公开发行公司债券募集说明书（面向合格机构投资者）,龙岩工贸发展集团有限公司 2017年公开发行公司债券 募集说明书 （面向合格机构投资者）,2017-07-13,00:00:00,/disclosure/bond/announcement/company/c/2973356552569377.pdf,CMS4343448_28_9862,1944625,pdf
