公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,风险限定字数句子统计,风险所有句子统计,是否检测到风险章节,文档名称
东莞发展控股股份有限公司,东莞控股,,60,9,75114,3739,19,30,53,是,东莞控股：公开发行公司债券募集说明书_039b4282-86c9-411b-9160-f5a8e38638a3
新疆金风科技股份有限公司,金风科技,,56,10,123659,6448,29,55,85,是,金风科技：2012年公开发行公司债券募集说明书（第一期）_36493912-767b-46ec-a62b-25926fbfd682
河北建投能源投资股份有限公司,,,43,7,83037,2468,21,20,42,是,建投能源：公开发行2011年公司债券募集说明书_d91430fa-30f4-4459-9566-428e8cb5372b
贵州轮胎股份有限公司,黔轮胎A,,65,14,75883,4314,24,33,55,是,黔轮胎Ａ：公开发行公司债券募集说明书_51237233-21e8-4d29-a10a-d806c1ce768e
公司,,,55,5,95181,4834,32,39,67,是,锡业股份：公开发行公司债券募集说明书_f8f7781e-5676-4c33-ad33-54cdee06bd32
焦作万方 股票代码公司,焦作万方,,54,8,105646,5270,30,40,73,是,焦作万方：公开发行公司债券募集说明书_848965f7-6200-494d-a062-45ceb839af12
国脉科技股份有限公司,,,40,4,100868,7374,48,57,96,是,国脉科技：公开发行公司债券募集说明书_0879382d-bfe0-4426-8b41-db3d6d724061
 中信证券股份有限公司,,,55,3,83655,3868,23,29,60,是,陕天然气：公开发行2011年公司债券募集说明书（发行稿）_3d139703-8480-4aa2-8469-2d8eab6b9035
广东巨轮模具股份有限公司,巨轮股份,,61,4,149923,3845,19,27,52,是,巨轮股份：公开发行可转换公司债券募集说明书_60459209-5ecc-4c62-a291-95e0ccc632fa
深圳机场公开发行可转换公司,深圳机场,,51,6,132538,4159,25,30,53,是,深圳机场：公开发行可转换公司债券募集说明书_bfb54cf4-c74b-47ed-94f4-6a2241196b7f
鲁西化工 公司,鲁西化工,,58,5,94374,5423,31,38,73,是,鲁西化工：公开发行2011年公司债券募集说明书_ebf96bc1-0676-4511-bfbe-811c357be3a6
公司,晨鸣纸业晨鸣晨鸣纸业,,44,5,86469,3948,24,27,60,是,晨鸣纸业：公开发行2011年公司债券募集说明书_41710521-3818-4a48-a8ee-3dfa4bb9ec57
 安徽中鼎密封件股份有限公司,,,61,4,142365,3613,22,23,50,是,中鼎股份：可转换公司债券募集说明书_69601612-5b5d-41a8-8ddc-74fd9d643412
公司,,,61,8,83667,4287,24,34,52,是,软控股份：2011年公开发行公司债券募集说明书_6b6e528b-b4d7-488f-a617-95c8c6ce70f1
冀中能源股份有限公司,冀中能源,,40,6,89299,3046,21,21,45,是,冀中能源：公开发行公司债券募集说明书_d9117c00-8fc2-400a-9309-a2066bdb0b55
公司,新兴铸管,,43,4,79616,4004,23,25,58,是,新兴铸管：公开发行2011年公司债券募集说明书_f2405127-fee6-474e-8674-894ceebefc85
珠海港股份有限公司,,,76,19,129714,5147,31,35,64,是,珠海港：公开发行公司债券募集说明书_668829fa-4f68-4a2c-b620-da5447b07578
太原煤气化股份有限公司,煤气化,,58,8,113735,7410,37,53,88,是,煤 气 化：公开发行公司债券募集说明书_7c5122bc-f35f-4ba0-a200-abaad80c9301
铜陵有色 证券公司,,,78,2,170151,5421,31,46,72,是,铜陵有色：可转换公司债券募集说明书_c53a5dd1-6670-4380-a154-f4765541ca35
南玻 A公司,,,61,11,92014,2649,18,21,36,是,南  玻Ａ：公开发行公司债券募集说明书_1118a101-91bb-4acd-82cf-1a891eedec96
燕京啤酒 公司,燕京啤酒,,43,5,162076,4499,31,33,66,是,燕京啤酒：公开发行可转换公司债券募集说明书_eff09b63-71d8-4dd2-8d74-77e41b158d77
四川美丰化工股份有限公司,四川美丰,,42,4,135663,3656,20,25,47,是,四川美丰：可转换公司债券募集说明书_abf9ff9e-92ba-44ac-9311-e96796c690d8
 (集团)有 限公司,,,39,2,42828,2200,20,17,32,是,10佳城投：公司债券募集说明书_b7ed0360-a4a2-4aed-9d48-c75e2930d41d
塔牌集团公司,塔,,93,1,200060,7507,32,54,83,是,塔牌集团：发行可转换公司债券募集说明书（封卷稿）_e8c51fcb-e082-44a4-9ec5-581476990e80
公司,,,51,2,91951,4660,24,34,64,是,大亚科技：公开发行公司债券募集说明书_bdc28387-e32c-41f5-a5b9-140ef37cc2e5
安泰科技 股票代码公司,安泰科技,,81,5,167115,4505,18,29,45,是,安泰科技：可转换公司债券募集说明书_b365306c-af7f-4508-94c2-fff34715e447
湖北宜化 公开发行公司,湖北宜化,,69,8,109646,12247,64,79,137,是,湖北宜化：公开发行公司债券募集说明书_658649a2-8a31-4199-b77a-d9d101829fd8
四川新希望农业股份有限公司,新希望,,59,7,130689,8950,42,64,104,是,新 希 望：公开发行公司债券募集说明书（封卷稿）_1c9e3304-38af-4baf-80ce-22fdc25411de
天津津滨发展股份有限公司,,,71,13,102072,9654,69,63,104,是,津滨发展：公开发行公司债券募集说明书_8feeeb22-3e38-46f6-9526-254d833b92b5
泛海建设 股票代码公司,泛海建设,,65,7,126831,5335,28,46,68,是,泛海建设：公开发行公司债券募集说明书_90263d70-7b92-4e8c-8c9a-7997a23c259e
公司,,,54,7,74606,3780,23,29,54,是,宏润建设：公开发行公司债券募集说明书_c0a4c819-52cc-43b0-8364-68fba747baee
 银基发展 保荐机构公司,股,,40,5,84895,2665,16,21,36,是,银基发展：公开发行公司债券募集说明书_dc8dffa0-e2c6-4a6e-b998-e832ea279bfd
恒安写字楼五楼） 公开发行公司,名流置业,,80,6,125778,10906,53,73,124,是,名流置业：公开发行公司债券募集说明书_a8042a73-7170-4619-b5fe-e230234fadf4
东北制药公开发行公司,,,62,8,96699,4503,31,29,70,是,东北制药：公开发行公司债券募集说明书_26ce32d3-4af1-4531-be0a-9a7fbfecb17e
城集集团团股股份份有有限限公公司,,,73,9,77351,8794,40,70,109,是,亿城股份：公开发行公司债券募集说明书（封卷稿）_898aea84-e984-4b7f-8273-0e9797dce859
山西西山煤电股份有限公司,,,46,5,65327,2849,19,22,42,是,西山煤电：公开发行公司债券募集说明书_3f89a6a8-5434-420b-8262-83c6c1155b53
粤高速A/粤高速B 股票代码公司,粤高速A/粤高速B,,52,4,85703,4815,31,36,70,是,粤高速Ａ：公开发行公司债券募集说明书_95f1356b-18fc-4919-8ba0-050d2a6a67a5
怀化市城市建设投资有限公司,,,42,4,54155,3005,20,24,32,是,09怀化债：公司债券募集说明书_9da6e2a7-4118-4190-810e-8d9f7b88a1ff
许继集团有限公司,,,46,2,46241,4311,26,36,57,是,09许继债：公司债券募集说明书_508585dd-daa5-4b70-82b1-fafcdac1c64a
重庆市水利投资（集团）有限公司,,,47,1,62674,3100,24,24,41,是,09渝水投：公司债券募集说明书_9f1dd52f-0281-4be4-ae11-6af0dc4abed9
东北特殊钢集团有限责任公司,,,45,3,62052,2346,18,20,36,是,08东特债：公司债券募集说明书_d5461475-8cb8-4af6-8885-b5853dc47fb5
公司,,,41,3,112157,4230,24,36,55,是,金 融 街：公开发行2009年第一期公司债券募集说明书_40489572-53c0-4340-9541-2da13d7d1437
宁波交通投资控股有限公司,,,34,0,35351,2482,22,18,48,是,08甬交投：公司债券募集说明书_d0832051-1ed1-42c6-abfb-2093031b425f
内蒙古奈伦集团股份有限公司,,,40,2,37506,2319,21,22,33,是,08奈伦债：公司债券募集说明书_379385f1-9b06-4a4f-9693-d672e37fec54
公司,,,73,9,99189,6402,41,46,87,是,万  科Ａ：公开发行公司债券募集说明书_88c7a00c-4f43-4be6-afe8-f1ddeaaa1a50
中粮地产 股票代码：000031 中粮地产（集团）股份有限公司,中粮地产,,78,3,112923,9253,61,81,128,是,中粮地产：公开发行公司债券募集说明书_5147876b-6065-482b-991d-327f14dc5e76
广西柳工机械股份有限公司,柳,,67,3,168281,4631,16,37,46,是,柳    工：发行可转换公司债券募集说明书_80e0f7ff-135d-4e83-baa2-879cef0c3978
泰达公司,泰达股份,,39,4,93857,2550,17,19,33,是,泰达股份：公开发行公司债券募集说明书_3fd0e2cb-e3fd-4063-866a-a72417449de9
安徽华茂纺织股份有限公司,,,52,3,40061,2914,24,21,41,是,华茂股份：公司债券募集说明书_9818eacd-0c0f-4047-ad6e-44c436da0390
海马投资集团股份有限公司,,,53,8,146736,2491,24,20,36,是,海马股份：可转换公司债券募集说明书_8d56d2c6-b4d6-424d-b3d3-3e0f834e1267
长沙中联重工科技发展股份有限公司,,,67,5,75451,5117,30,40,68,是,中联重科：公开发行公司债券募集说明书_3b545193-1b03-49c9-bc70-c64a1e9fcaf0
唐山钢铁股份有限公司,（股票简称及代码：唐钢股份,,35,1,128114,2561,16,23,32,是,唐钢股份：可转换公司债券募集说明书_4546c02e-0822-47c9-bcc6-4400ec4f46de
公司,,,61,3,84796,5811,34,50,86,是,粤电力Ａ：公开发行公司债券募集说明书（08粤电债）_cdca242c-83b3-4e6d-9eb8-60cb1ddf988d
广东韶能集团股份有限公司,,,53,2,52189,2754,20,20,42,是,韶能股份：公司债券募集说明书_02c3b134-f2cb-402d-89cc-c02cdccc5f6e
锡业公司,锡业股份,,102,6,173690,15822,93,120,219,是,锡业股份：可转换公司债券募集说明书_67b4e742-d6e3-4d80-add8-a6c26fb48ac7
中兴通讯 股票代码公司,中兴通讯,,69,1,157240,5801,35,45,76,是,中兴通讯：认股权与债券分离交易的可转换公司债券募集说明书_ca873b68-7419-4682-a8e6-a1192b6cd641
中信国安 股票代码公司,中信国安,,57,0,108861,5992,44,42,88,是,中信国安：认股权和债券分离交易的可转换公司债券募集说明书_68edb577-8c86-4e51-afc2-601a71414332
广东韶钢松山股份有限公司,韶钢松山,,87,6,186107,17476,83,128,208,是,韶钢松山：发行可转换公司债券募集说明书_d63735a4-0b8d-4375-b9ad-4c63b81d12be
国信证券有限责任公司,巨轮股份,,58,2,106991,4830,21,41,50,是,巨轮股份：发行可转换公司债券募集说明书_ad352817-e1e1-4f20-b9a3-fec02d10b8d9
 G 招商局公司,股票简称与代码：,,87,5,135252,6231,46,49,73,是,G 招商局：发行可转换公司债券募集说明书_418db9e3-efb1-4c57-a5fd-04424b387de1
新钢钒 股票代码公司,新钢钒,,71,2,137809,6860,41,55,73,是,新 钢 钒：认股权与债券分离交易的可转换公司债券募集说明书_d081eb85-e90c-4111-97b4-8086e7b9f537
万科 A 万科 B 股票代码公司,万科,,229,17,242472,19748,122,137,218,是,万 科 Ａ可转换公司债券募集说明书_e42775fb-96f7-4b0c-a57f-e6770d9ed4fa
山东晨鸣纸业集团股份有限公司,,,209,14,275556,26943,131,183,307,是,晨鸣纸业可转换公司债券募集说明书_6818e8c9-3e6e-43e8-a067-577bad661284
山东海化股份有限公司,,,107,3,197186,14168,72,97,220,是,山东海化可转换公司债券募集说明书_9f5dc6e7-c82d-4a7a-bfee-203c392ae1ea
河北金牛能源股份有限公司,,,108,7,212488,12375,78,88,150,是,金牛能源发行可转换公司债券募集说明书_e73816ba-0b48-4cc0-98b2-eb78663cfded
湖南华菱管线股份有限公司,,,84,5,181213,0,0,0,0,否,华菱管线发行可转换公司债券募集说明书_42ca95b4-4690-4b72-ab28-8d42143e7fef
深圳华侨城控股股份有限公司,华侨城A,,152,8,179170,17260,90,145,217,是,华侨城Ａ发行可转换公司债券募集说明书_0a2b00f9-8675-4cf4-9dcd-64e48da90f50
北京首钢股份有限公司,,,153,8,218659,15551,98,126,208,是,首钢股份发行可转换公司债券募集说明书_bfce9dc3-bb2e-460a-8d84-49d76cdf4837
江苏华西村股份有限公司,,,72,6,130377,7739,42,59,89,是,华 西 村发行可转换公司债券募集说明书_006cbb0b-ca21-4e25-9fff-3a3e129f3af7
安徽铜都铜业股份有限公司,,,95,5,129263,6771,0,0,1,是,铜都铜业：发行可转换公司债券募集说明书_9a346f2b-0187-47f3-8197-a1f8a23789ef
攀枝花新钢钒股份有限公司,,,96,10,174113,0,0,0,0,否,新 钢 钒：发行可转换公司债券募集说明书_c6dd70bb-249a-4f8a-b08b-9e7f37f05139
安徽丰原生物化学股份有限公司,,,152,7,181069,15884,121,128,202,是,丰原生化：申请发行可转换公司债券募集说明书_d4ac0ee4-627f-4d46-88f2-192e719b9030
吴江丝绸股份有限公司,,,44,2,96840,7656,43,74,126,是,丝绸股份可转换公司债券募集说明书_243c2b25-c2e6-4a55-9f92-04f8627f7e29
北京燕京啤酒股份有限公司,,,81,6,126822,0,0,0,0,否,燕京啤酒发行可转换公司债券募集说明书_ec4e9e38-36cc-4688-954c-bb0289eaf6e1
万科企业股份有限公司,,,179,13,130775,14190,106,145,176,是,万 科 Ａ可转换公司债券募集说明书_104e486e-4ae3-46d5-a82a-f179e8993ce4
浙江恒逸集团有限公司,,,152,13,214025,12798,65,90,159,是,18恒集03：2018年面向合格投资者公开发行公司债券（第三期）募集说明书_e711f3e5-bc36-4631-95b1-2e7adccfdff4
浙江恒逸集团有限公司,,,152,13,214022,12798,65,90,159,是,18恒集03：2018年面向合格投资者公开发行公司债券（第三期）募集说明书_1ab87a3a-8a6e-43a9-b162-fffc16a5c92a
广州智光电气股份有限公司,,,0,0,1268,0,0,0,0,否,智光电气：关于公开发行2018年公司债券（第一期）募集说明书补充修订暨说明公告_da58abb0-3abf-454f-b09a-2fb3fd8deee8
浙江恒逸集团有限公司,,,152,13,214018,12796,65,90,159,是,18恒集02：2018年面向合格投资者公开发行公司债券（第二期）募集说明书_9bf40db6-ad83-46af-ba72-14ced4770500
 东北证券股份有限公司,东北证券,,230,9,181618,8347,36,59,87,是,18东北债：2018年面向合格投资者公开发行公司债券信用募集说明书_1d9b5d48-2da2-4d5f-b2a4-ebd684b0474d
鲁西化工集团股份有限公司,,,90,5,147037,6723,38,57,93,是,18鲁西01：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_ff7d2ce3-cee1-4f7a-8249-e0872d94a4e9
北方华锦化学工业股份有限公司,,,85,4,145446,5463,32,36,69,是,华锦股份：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_dcf8f08e-9096-4fd0-ba01-18dee14fc36b
公开发行证券公司,,,215,16,193846,8147,43,62,108,是,中联重科：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_2a0cd19d-40b5-465d-8db2-fead3432896f
华西证券股份有限公司,,,348,10,177281,7000,40,54,100,是,华西证券：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_d0ebd2a3-b4f8-4436-86cc-2fd9241c2d1d
宜华健康医疗股份有限公司,,,114,11,242791,5338,29,38,64,是,宜华健康：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_a252e7f1-5b5c-408a-9258-2df76babdb84
海能达通信股份有限公司,,,127,11,204536,6906,30,50,77,是,海能达：2018年面向合格投资者公开发行公司债券（第二期）募集说明书_4798dadc-55a6-4c04-840d-c132e2ecb334
nan公司,,,117,9,199479,7055,40,49,94,是,徐工机械：2018年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_c4147171-b075-45e3-af7c-52d8ffd646f0
苏宁易购集团股份有限公司,,,93,4,190330,5799,31,41,75,是,苏宁易购：2018年面向合格投资者公开发行公司债券（第六期）募集说明书_05b54d51-bf23-4814-a0e9-b9080b60212f
深圳能源集团股份有限公司,,,112,4,195075,7160,34,54,84,是,深圳能源：2018年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_01981975-afcb-45dc-8711-f8b77bcf1b44
渤海租赁股份有限公司,渤海租赁,,375,14,213037,12485,62,92,153,是,渤海租赁：2018年公开发行公司债券（第五期）募集说明书（面向合格投资者）_52f7216c-9c21-41c5-890b-12b3de830957
通裕重工股份有限公司,通裕重工,,88,10,150153,6236,31,46,73,是,通裕重工：2018年面向合格投资者公开发行公司债券（第三期）募集说明书_fe276b92-c9b1-412f-a203-dbdb5e368382
公 司公司,,,195,19,276934,7784,41,61,85,是,怡 亚 通：2018年公开发行公司债券（第一期）募集说明书（面向合格投资者）_bd4fdb59-1c75-46a8-8001-8359c732df58
中国国际海运集装箱（集团）股份有限公司,,,165,9,178141,8959,50,66,121,是,中集集团：2018年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_c90fc925-b158-4115-a894-806e39355eba
 《公司,,,91,6,185096,4716,27,37,52,是,深天马Ａ：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_89cad05d-a64c-4f1b-85fa-ecff59b98a92
中环股份 股票代码公司,中环股份,,113,7,245391,9120,41,68,117,是,中环股份：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_b204b051-c97b-42c6-b3e2-d7a100e95d7c
厦门金圆投资集团有限公司,,,197,7,210335,6166,31,46,81,是,18圆纾01：厦门金圆投资集团有限公司2018年纾困专项债券（第一期）募集说明书_cab6552b-8da5-4cd2-915e-4123ec3c6cb9
北京捷成世纪科技股份有限公司,,,82,8,195136,6562,31,41,82,是,捷成股份：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_c01c76fa-7458-4ce5-8b3a-53945097cf58
广州智光电气股份有限公司,,,0,0,734,0,0,0,0,否,智光电气：关于公开发行2018年公司债券（第一期）募集说明书修订公告_881d74cb-0628-4edb-bd96-93d8fa7765e6
海能达通信股份有限公司,,,126,11,185640,6586,29,47,75,是,海能达：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_3b36c7fd-da26-4f20-87a2-aafeb85d996e
通裕重工股份有限公司,通裕重工,,85,10,148708,6244,31,46,73,是,通裕重工：2018年面向合格投资者公开发行公司债券（第二期）募集说明书_384f9f61-ba6c-4b3c-a455-438ca31578d1
海能达通信股份有限公司,,,126,11,185640,6586,29,47,75,是,18海能01：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_f655b3dd-ef1c-4bf8-b5b8-2bebde93dfc5
