公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,文档名称
山东高速股份有限公司,股山东高速,2014-07-09,126,12,232332,5210,66,山东高速股份有限公司公开发行2013年公司债券募集说明书_122305_20140709_4
齿轮箱集团股份有限公司,,2014-07-09,128,20,274206,5846,70,杭州前进齿轮箱集团股份有限公司公开发行2013年公司债券募集说明书_122308_20140709_3
齿轮箱集团股份有限公司,,2014-07-09,128,20,274206,5846,70,杭齿前进公开发行2013年公司债券募集说明书_601177_20140709_3
山东高速 A 股股票代码公司,股山东高速,2014-07-09,126,12,232332,5210,66,山东高速公开发行2013年公司债券募集说明书_600350_20140709_2
东方电气 东方电气股份有限公司,东方电气,2014-07-08,208,4,471732,7108,80,东方电气公开发行可转换公司债券募集说明书_600875_20140708_2
甘肃亚盛实业（集团）股份有限公司,,2014-06-17,126,18,274044,5625,62,甘肃亚盛实业（集团）股份有限公司2013年公开发行公司债券募集说明书_122298_20140617_1
甘肃亚盛实业（集团）股份有限公司,,2014-06-17,126,18,274044,5625,62,亚盛集团2013年公开发行公司债券募集说明书_600108_20140617_1
海南海岛建设股份有限公司,海岛建设,2014-05-19,142,14,274218,5930,76,海南海岛建设股份有限公司公开发行公司债券募集说明书_123018_20140519_3
 海南海岛建设股份有限公司,海岛建设,2014-05-19,142,14,274218,5930,76,海岛建设公开发行公司债券募集说明书_600515_20140519_3
国金证券 股票代码：600109 国金证券股份有限公司,国金证券,2014-05-12,754,10,357142,26326,280,国金证券公开发行可转换公司债券募集说明书_600109_20140512_4
天津市房地产发展（集团）股份有限公司,天房发展,2014-04-23,116,12,208878,5652,61,天津市房地产发展（集团）股份有限公司公开发行2013年公司债券募集说明书_122302_20140423_2
天房发展 公司,天房发展,2014-04-23,116,12,208878,5652,61,天房发展公开发行2013年公司债券募集说明书_600322_20140423_2
中原证券股份有限公司,,2014-04-21,394,20,318666,14801,149,中原证券股份有限公司公开发行债券募集说明书_122299_20140421_2
四川川投能源股份有限公司,,2014-04-15,92,6,181828,3706,45,四川川投能源股份有限公司公开发行2013年公司债券募集说明书_122295_20140415_2
四川川投能源股份有限公司,,2014-04-15,92,6,181828,3706,45,川投能源公开发行2013年公司债券募集说明书_600674_20140415_2
宁波杉杉股份有限公司,,2014-03-05,68,8,106070,2482,32,宁波杉杉股份有限公司公开发行公司债券募集说明书_122285_20140305_2
宁波杉杉股份有限公司,,2014-03-05,68,8,106070,2482,32,杉杉股份公开发行公司债券募集说明书_600884_20140305_2
日照港股份有限公司,日照港,2014-02-27,112,8,251844,5170,53,日照港股份有限公司公开发行2013年公司债券募集说明书_122289_20140227_2
日照港 股票代码公司,日照港,2014-02-27,112,8,251844,5170,53,日照港公开发行2013年公司债券募集说明书_600017_20140227_2
深圳燃气 证券公司,,2013-12-11,116,6,386402,4473,48,深圳燃气公开发行可转换公司债券募集说明书_601139_20131211_4
盛屯矿业集团股份有限公司,盛屯矿业,2013-12-10,122,12,187650,5640,60,盛屯矿业集团股份有限公司公开发行2013年公司债券募集说明书_122283_20131210_4
盛屯矿业 股票代码公司,盛屯矿业,2013-12-10,122,12,187650,5640,60,盛屯矿业公开发行2013年公司债券募集说明书_600711_20131210_4
云南煤业能源股份有限公司,,2013-11-29,146,14,220570,5601,76,云南煤业能源股份有限公司公开发行2013年公司债券募集说明书_122258_20131129_2
云南煤业能源股份有限公司,,2013-11-29,146,14,220570,5601,76,云煤能源公开发行2013年公司债券募集说明书_600792_20131129_2
海通证券股份有限公司,股票简称,2013-11-21,350,26,263416,9444,134,海通证券股份有限公司公开发行公司债券募集说明书（第一期）_122280_20131121_2
 :海通证券 股票公司,股票简称,2013-11-21,350,26,263416,9444,134,海通证券公开发行公司债券募集说明书（第一期）_600837_20131121_2
中信建投证券股份有限公司,,2013-11-20,674,38,288370,19814,270,中信建投证券股份有限公司公开发行债券募集说明书_122286_20131120_2
华域汽车系统股份有限公司,股华域汽车,2013-11-14,106,6,203252,3964,56,华域汽车系统股份有限公司公开发行2013年公司债券募集说明书_122278_20131114_1
华域汽车系统股份有限公司,股华域汽车,2013-11-14,106,6,203252,3964,56,华域汽车系统股份有限公司公开发行2013年公司债券募集说明书_122277_20131114_1
东吴证券股份有限公司,东吴证券,2013-11-14,230,16,254128,9229,110,东吴证券股份有限公司2013年公开发行公司债券募集说明书_122288_20131114_2
） 2013年公开发行公司,东吴证券,2013-11-14,230,16,254128,9229,110,东吴证券2013年公开发行公司债券募集说明书_601555_20131114_2
华域汽车 A股股票代码公司,股华域汽车,2013-11-14,106,6,203252,3964,56,华域汽车公开发行2013年公司债券募集说明书_600741_20131114_1
中国外运股份有限公司,中国外运,2013-11-06,90,8,189930,3361,44,中国外运股份有限公司公开发行公司债券募集说明书_122279_20131106_2
上海隧道工程股份有限公司,隧道股份,2013-09-11,218,16,352880,8861,93,隧道股份公开发行可转换公司债券募集说明书_600820_20130911_2
安信证券股份有限公司,,2013-08-15,299,22,173946,8915,96,安信证券股份有限公司公开发行债券募集说明书_122270_20130815_1
北京京客隆商业集团股份有限公司,,2013-08-09,158,18,227810,7649,89,北京京客隆商业集团股份有限公司公开发行2013年公司债券募集说明书_122264_20130809_4
永泰能源股份有限公司,,2013-08-02,120,12,222468,5642,62,永泰能源股份有限公司公开发行2013年公司债券募集说明书_122267_20130802_2
永泰能源股份有限公司,,2013-08-02,120,12,222468,5642,62,永泰能源公开发行2013年公司债券募集说明书_600157_20130802_9
四川路桥建设股份有限公司,四川路桥,2013-07-24,160,18,275114,7894,90,四川路桥建设股份有限公司公开发行2013年公司债券募集说明书_122265_20130724_1
四川路桥建设股份有限公司,四川路桥,2013-07-24,160,18,275114,7894,90,四川路桥公开发行2013年公司债券募集说明书_600039_20130724_1
华泰证券股份有限公司,华泰证券,2013-06-03,284,28,265774,11004,120,华泰证券股份有限公司公开发行公司债券募集说明书_122261_20130603_1
华泰证券股份有限公司,华泰证券,2013-06-03,284,28,265608,11045,120,华泰证券股份有限公司公开发行公司债券募集说明书（修订稿）_122261_20130603_1a
华泰证券 股票代码公司,华泰证券,2013-06-03,284,28,265774,11004,120,华泰证券公开发行公司债券募集说明书_601688_20130603_1
华泰证券 股票代码公司,华泰证券,2013-06-03,284,28,265608,11045,120,华泰证券公开发行公司债券募集说明书（修订稿）_601688_20130603_1a
张家港保税科技股份有限公司,保税科技,2013-05-21,200,42,219302,9110,110,张家港保税科技股份有限公司公开发行公司债券募集说明书_122256_20130521_2
张家港保税科技股份有限公司,保税科技,2013-05-21,200,42,219302,9110,110,保税科技公开发行公司债券募集说明书_600794_20130521_2
中国南车股份有限公司,中国南车,2013-04-18,156,8,244558,6217,81,2013年中国南车股份有限公司公开发行公司债券募集说明书（第一期）_122251_20130418_2
中国南车股份有限公司,中国南车,2013-04-18,156,8,244558,6217,81,中国南车：2013年中国南车股份有限公司公开发行公司债券募集说明书（第一期）_601766_20130418_2
平顶山天安煤业股份有限公司,,2013-04-15,130,10,221422,5114,65,平顶山天安煤业股份有限公司公开发行公司债券募集说明书_122249_20130415_2
平顶山天安煤业股份有限公司,,2013-04-15,130,10,221422,5114,65,平煤股份公开发行公司债券募集说明书_601666_20130415_2
宁波热电股份有限公司,,2013-04-11,112,18,216844,3854,57,宁波热电股份有限公司公开发行2013年公司债券募集说明书_122245_20130411_2
公司,,2013-04-11,112,18,216844,3854,57,宁波热电公开发行2013年公司债券募集说明书_600982_20130411_2
天士力制药集团股份有限公司,天士力,2013-03-27,124,22,205134,5550,64,天士力制药集团股份有限公司公开发行2013年度第一期公司债券募集说明书_122228_20130327_2
天士力 股票代码公司,天士力,2013-03-27,124,22,205134,5550,64,天士力公开发行2013年度第一期公司债券募集说明书_600535_20130327_2
大唐国际发电股份有限公司,,2013-03-25,142,14,235664,6030,77,2012年大唐国际发电股份有限公司公开发行公司债券募集说明书（第一期）_122244_20130325_2
大唐国际发电股份有限公司,,2013-03-25,142,14,235664,6030,77,大唐发电：2012年大唐国际发电股份有限公司公开发行公司债券募集说明书（第一期）_601991_20130325_2
华电福新能源股份有限公司,,2013-03-21,120,4,207186,5574,62,华电福新能源股份有限公司公开发行2013年公司债券募集说明书_122248_20130321_2
华电福新能源股份有限公司,,2013-03-21,120,4,207186,5574,62,华电福新能源股份有限公司公开发行2013年公司债券募集说明书_122247_20130321_2
芜湖港储运股份有限公司,芜湖港,2013-03-18,156,28,262390,7522,77,芜湖港储运股份有限公司公开发行2012年公司债券募集说明书_122235_20130318_2
芜湖港 股票代码公司,芜湖港,2013-03-18,156,28,262390,7522,77,芜湖港公开发行2012年公司债券募集说明书_600575_20130318_2
北京华胜天成科技股份有限公司,华胜天成,2013-03-11,118,16,205710,5222,58,北京华胜天成科技股份有限公司公开发行公司债券募集说明书_122197_20130311_1
北京华胜天成科技股份有限公司,华胜天成,2013-03-11,118,16,205710,5222,58,华胜天成公开发行公司债券募集说明书_600410_20130311_1
四川西部资源控股股份有限公司,西部资源,2013-03-06,106,12,222444,4142,48,四川西部资源控股股份有限公司2012年公开发行公司债券募集说明书_122237_20130306_2
西部资源 股票代码公司,西部资源,2013-03-06,106,12,222444,4142,48,西部资源2012年公开发行公司债券募集说明书_600139_20130306_2
宝胜科技创新股份有限公司,,2013-03-04,126,18,225936,5168,61,宝胜科技创新股份有限公司2012年度公开发行公司债券募集说明书_122226_20130304_2
宝胜科技创新股份有限公司,,2013-03-04,126,18,225936,5168,61,宝胜股份2012年度公开发行公司债券募集说明书_600973_20130304_2
招商证券股份有限公司,招商证券,2013-03-01,298,28,253440,10881,128,招商证券股份有限公司公开发行2012年公司债券募集说明书_122232_20130301_2
公司,招商证券,2013-03-01,298,28,253440,10881,128,招商证券公开发行2012年公司债券募集说明书_600999_20130301_2
上海电力股份有限公司,上海电力,2013-02-28,124,18,226280,4222,60,上海电力股份有限公司公开发行2012年公司债券募集说明书_122231_20130228_2
上海电力 股票代码公司,上海电力,2013-02-28,124,18,226280,4222,60,上海电力公开发行2012年公司债券募集说明书_600021_20130228_2
上海海立(集团)股份有限公司,,2013-02-26,108,16,216948,4594,53,上海海立(集团)股份有限公司公开发行公司债券募集说明书_122230_20130226_2
上海海立（集团）股份有限公司,,2013-02-26,108,16,216948,4594,53,海立股份公开发行公司债券募集说明书_600619_20130226_2
重庆水务集团股份有限公司,重庆水务,2013-01-25,134,8,249988,5506,70,重庆水务集团股份有限公司公开发行2012年公司债券募集说明书_122217_20130125_2
重庆水务 股票代码公司,重庆水务,2013-01-25,134,8,249988,5506,70,重庆水务公开发行2012年公司债券募集说明书_601158_20130125_2
广东榕泰实业股份有限公司,广东榕泰,2013-01-22,132,12,229154,6236,69,广东榕泰实业股份有限公司公开发行2012年公司债券募集说明书_122219_20130122_2
