北京蓝色光标品牌管理顾问 股份有限公司,蓝色光标,,,104,10,244597,4309,25,32,66,是,蓝色光标：公开发行可转换公司债券募集说明书_3a3d11a3-564e-4cb3-81e0-683e767a56d9.txt
泰禾集团公司,泰禾集团,16泰禾02,,87,6,179841,5645,34,43,76,是,泰禾集团：2016年公开发行公司债券募集说明书（面向合格投资者）_1d3e78ee-addb-458a-a5ae-f3a2c8aa5a66.txt
 厦门合兴包装印刷股份有限公司,合兴包装,,,0,0,1839,0,0,0,0,否,合兴包装：关于变更《公司债券募集说明书》承诺的公告_586af66f-a0a4-46ce-82d6-25e4461b6cb8.txt
北京三聚环保新材料股份有限公司,三聚环保,,,75,9,134882,5494,25,38,53,是,三聚环保：2016年面向合格投资者公开发行公司债券募集说明书_8555520b-ed0e-4518-9b72-c667b84d6071.txt
聚龙股份 股票代码公司,聚龙股份,,,75,3,99566,4976,31,41,65,是,聚龙股份：2016年面向合格投资者公开发行公司债券募集说明书_81380e66-8fc7-4858-8af6-8e3eb6ddd91f.txt
中利科技 股票代码公司,,,,69,11,135793,4529,25,34,52,是,中利科技：公开发行2015年公司债券募集说明书_b0bc3172-a182-4d40-849c-2fae35cf7bb1.txt
安徽省司尔特肥业股份有限公司,司尔特,,,66,5,106819,4555,26,34,61,是,司尔特：公开发行2015年公司债券募集说明书_6eea1a63-4071-4e88-8ebc-0ef23a201d9c.txt
深圳市新国都技术股份有限公司,,,,81,6,116595,5859,34,38,68,是,新国都：2016年面向合格投资者公开发行公司债券募集说明书_fb62845c-fb14-48a1-b36a-fb1a0dee094b.txt
 奥瑞金包装股份有限公司,奥瑞金,,,94,7,151610,6777,36,51,91,是,奥瑞金：2016年面向合格投资者公开发行公司债券募集说明书_e0e48cf1-d855-45e1-8dc2-871c43b81584.txt
深圳市新纶科技股份有限公司,,,,117,13,154541,5191,29,44,63,是,新纶科技：2016年公开发行公司债券募集说明书（面向合格投资者）_4db1c904-5388-4a33-af17-75b771538c63.txt
冀中能源股份有限公司,冀中能源,,,64,3,146821,4107,26,34,54,是,冀中能源：公开发行2016年公司债券募集说明书（面向合格投资者）（第一期）_fa22f896-e393-468c-8aba-395146f24136.txt
三湘股份有限公司,,16三湘债,,90,9,176550,5609,30,37,65,是,三湘股份：2016年面向合格投资者公开发行公司债券募集说明书_f5cf1234-875d-4bb0-8533-b9cba558de86.txt
中航地产股份有限公司,,,,92,3,174759,10045,48,80,128,是,中航地产：2016年公开发行公司债券募集说明书（面向合格投资者）_e1fba7c9-5106-4155-b4e2-382832812944.txt
甘肃电投能源发展股份有限公司,甘肃电投,,,65,12,95426,3430,21,29,49,是,甘肃电投：公开发行2015年公司债券募集说明书_128a59dc-c37f-41bb-92f3-63116b41a500.txt
公司,,,,210,10,142938,9945,60,70,123,是,15东莞债：公开发行公司债券募集说明书_768820d3-2311-41cc-b5cd-e1a003edbb2f.txt
广东太安堂药业股份有限公司,,,,84,10,132447,4400,25,33,64,是,太安堂：2016年面向合格投资者公开发行公司债券募集说明书_9a055bc2-040a-435f-8afe-4c5d65106827.txt
特特服服装装股股份份有有限限公公司,,,,66,9,103331,5597,23,47,63,是,搜于特：公开发行2015年公司债券募集说明书_b5993df9-bd14-42ba-bfb8-7f8a32250c8c.txt
华邦颖泰股份有限公司,,,,72,10,162875,4056,24,29,53,是,华邦颖泰：2015年公开发行公司债券募集说明书_14966274-9030-4101-91a3-c71eb8fde3ea.txt
大唐高鸿数据网络技术股份有限公司,,16高鸿债,,65,5,153710,3590,29,32,45,是,高鸿股份：2016年面向合格投资者公开发行公司债券募集说明书_68239c9e-87ec-4ab6-8e62-e3fac050309c.txt
中环股份 股票代码公司,中环股份,,,64,6,134307,11050,76,86,149,是,中环股份：公开发行公司债券募集说明书_c581a37a-efec-46c4-a005-cc3b1268b063.txt
 《公司,,16蓝标债,,143,9,194760,11804,63,85,144,是,蓝色光标：2016年公开发行公司债券募集说明书（面向合格投资者）_72ba59fb-6610-4017-a26f-440cc81670be.txt
中房地产 股票代码：000736 中房地产股份有限公司,中房地产,,,62,3,129232,5523,28,40,71,是,中房地产：公开发行2015年公司债券募集说明书_0eb52080-895a-4c2f-aff8-9c6ff09ff217.txt
